Year,Avg. Pace,Player,Team,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year
2020,99.5,Xavier Tillman Sr.,MEM,9,23,28,14,7.7,4.8,1.7,1,0.6,0.8,0.578,0.4,0.6,15,8.6,0,0
2020,99.5,Yogi Ferrell,CLE,14,2,33,12,9.5,3.5,2.5,1.5,0.5,1.5,0.434,1.5,0,26.8,7.1,0,0
2020,99.5,Yuta Watanabe,TOR,5,20,33,16,2.8,3.2,0.4,0.5,0.6,0.4,0.514,0.6,0.4,11.3,7.4,0,0
2020,99.5,Zach LaVine,CHI,7,31,31,15,28.8,5.3,5,1.1,0.4,3.9,0.653,3.6,1,31,14.5,0,0
2020,99.5,Zeke Nnaji,DEN,8,19,32,17,3.6,1.2,0.1,0.1,0.1,0.2,0.658,0.7,0.1,13,6.5,0,0
2020,99.5,Zion Williamson,NOP,11,31,32,14,25.6,6.8,3.3,0.9,0.7,2.4,0.657,0.2,0.5,28.4,15,0,0
2020,99.5,Anthony Davis,LAL,3,23,33,22,22.5,8.4,3,1.3,1.8,2,0.588,0.7,1.7,27.9,16.3,8,1
2020,99.5,Bam Adebayo,MIA,10,30,32,15,19.6,9.6,5.5,0.9,1,3,0.638,0.1,1.6,24.1,16.6,1,1
2020,99.5,Ben Simmons,PHI,1,28,33,22,15.7,8.1,7.9,1.6,0.8,3.1,0.606,0,1.5,20.2,14,2,1
2020,99.5,Brandon Ingram,NOP,11,32,32,14,24,5.3,4.7,0.7,0.8,2.3,0.59,2.5,0.4,27.5,13.1,1,1
2020,99.5,Chris Paul,PHO,4,30,31,20,16.7,4.6,8.6,1.2,0.3,2.3,0.59,1.6,1.2,23,14.8,10,1
2020,99.5,Damian Lillard,POR,5,30,31,18,29.6,4.4,8,1,0.2,3.3,0.618,4.1,0.3,32.7,16.4,5,1
2020,99.5,Devin Booker,PHO,4,27,31,20,25,3.6,4.3,0.8,0.3,3.5,0.609,2.2,0.9,31.3,12.3,1,1
2020,99.5,Domantas Sabonis,IND,4,30,30,15,21.5,11.7,5.7,1,0.7,3.5,0.597,1,1.5,25.5,14.5,1,1
2020,99.5,Donovan Mitchell,UTA,1,30,32,26,24.1,4.6,5.3,1,0.3,2.9,0.555,3.3,1.3,31.7,12.5,1,1
2020,99.5,Giannis Antetokounmpo,MIL,3,32,33,20,28.9,11.7,5.9,1.3,1.3,3.7,0.618,1.1,1.9,33.6,19.2,4,1
2020,99.5,James Harden,BRK,2,20,34,22,24.9,8.5,11.4,1.2,0.7,4.2,0.652,3.3,0.7,26.4,16.8,8,1
2020,99.5,Jayson Tatum,BOS,9,27,32,15,25.6,6.9,4.5,1.3,0.5,2.5,0.551,2.7,1.1,31.2,14.5,1,1
2020,99.5,Jimmy Butler,MIA,10,20,32,15,19.5,7.7,7.8,1.9,0.4,2.3,0.556,0.4,1.1,26.7,18.3,5,1
2020,99.5,Joel Embiid,PHI,1,27,33,22,29.6,11.2,3.1,1.3,1.3,3.3,0.644,1.2,1.7,34,20.8,3,1
2020,99.5,Kawhi Leonard,LAC,2,27,34,23,26.7,6.1,4.9,1.6,0.6,1.9,0.614,2,1.1,30.1,17.2,4,1
2020,99.5,Kemba Walker,BOS,9,16,32,15,17.3,3.6,4.1,1.1,0.3,2.1,0.507,2.8,0.4,28.1,11.9,4,1
2020,99.5,Khris Middleton,MIL,3,33,33,20,20.6,6.1,5.7,1.1,0.2,2.6,0.615,2.3,1.2,24.3,13.3,2,1
2020,99.5,Kyle Lowry,TOR,5,26,33,16,18,5.5,6.5,1.2,0.2,2.9,0.61,2.8,0.9,22.1,12.2,6,1
2020,99.5,LeBron James,LAL,3,33,33,22,25.6,8.1,8,1,0.5,3.9,0.592,2.4,2.1,31.9,19.4,16,1
2020,99.5,Luka Dončić,DAL,10,30,31,15,28.5,8.4,9,1,0.7,4.3,0.585,2.6,1.1,35.8,18.7,1,1
2020,99.5,Nikola Jokić,DEN,8,32,32,17,26.9,10.9,8.4,1.7,0.7,3.3,0.649,1.6,1.5,29.1,20.6,2,1
2020,99.5,Pascal Siakam,TOR,5,30,33,16,20.1,7.5,4.8,1.2,0.7,2.2,0.542,1.2,1.2,24.9,11.8,1,1
2020,99.5,Rudy Gobert,UTA,1,32,32,26,14,13.3,1.2,0.4,2.8,1.8,0.648,0,2.3,18,15.9,1,1
2020,99.5,Russell Westbrook,WAS,12,23,30,12,19.7,9.7,9.7,0.9,0.3,4.8,0.481,1,0.7,30.9,13.5,9,1
2020,99.5,Trae Young,ATL,11,30,32,14,27.2,4,9.5,0.8,0.3,4.3,0.601,2.4,0.5,32.9,15.1,1,1
