,Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year?,Play Pct.,Adjusted PTS,Adjusted REB,Adjusted AST,Adjusted STL,Adjusted BLK,Adjusted TOV,Adjusted 3PM,AS Prob.,Conf.
86,2020,99.5,Danuel House,HOU,14,19,30,11,9.5,3.8,2.2,0.7,0.6,0.8,0.511,1.6,0.6,15.3,6.2,0,0,0.6333333333333333,0.09547738693467336,0.03819095477386934,0.022110552763819097,0.007035175879396984,0.006030150753768844,0.008040201005025126,0.016080402010050253,0.040524441355728,West
87,2020,99.5,DaQuan Jeffries,SAC,13,8,32,12,6.8,2.1,0.5,0.6,0.5,0.4,0.599,1.0,0.0,13.7,4.4,0,0,0.25,0.06834170854271357,0.021105527638190957,0.005025125628140704,0.006030150753768844,0.005025125628140704,0.004020100502512563,0.010050251256281407,0.0006130118817123232,West
88,2020,99.5,Dario Šarić,PHO,4,14,31,20,10.6,4.1,1.1,0.9,0.1,1.2,0.599,1.2,0.4,25.5,12.4,0,0,0.45161290322580644,0.10653266331658291,0.04120603015075377,0.011055276381909548,0.009045226130653266,0.0010050251256281408,0.012060301507537688,0.012060301507537688,0.4303093091856686,West
89,2020,99.5,Darius Bazley,OKC,12,32,32,13,11.4,7.3,1.7,0.5,0.6,1.8,0.48,1.5,1.2,19.3,8.6,0,0,1.0,0.11457286432160804,0.07336683417085427,0.017085427135678392,0.005025125628140704,0.006030150753768844,0.018090452261306532,0.01507537688442211,0.6437665042072968,West
90,2020,99.5,Darius Garland,CLE,14,25,33,12,15.8,2.3,5.7,1.1,0.1,2.8,0.522,1.7,0.3,23.3,8.8,0,0,0.7575757575757576,0.15879396984924624,0.023115577889447233,0.05728643216080402,0.011055276381909548,0.0010050251256281408,0.028140703517587937,0.017085427135678392,0.8698136259099679,East
91,2020,99.5,Darius Miller,OKC,12,12,32,13,2.8,1.3,0.8,0.4,0.3,0.4,0.6709999999999999,0.8,0.2,11.9,10.0,0,0,0.375,0.028140703517587937,0.01306532663316583,0.008040201005025126,0.004020100502512563,0.003015075376884422,0.004020100502512563,0.008040201005025126,6.3413382513076e-05,West
92,2020,99.5,David Nwaba,HOU,14,26,30,11,9.4,3.8,1.1,1.1,0.8,0.6,0.562,0.7,0.9,16.5,8.6,0,0,0.8666666666666667,0.09447236180904522,0.03819095477386934,0.011055276381909548,0.011055276381909548,0.008040201005025126,0.006030150753768844,0.007035175879396984,0.045690985349762556,West
93,2020,99.5,Dāvis Bertāns,WAS,12,26,30,12,11.0,3.0,1.0,0.7,0.3,0.6,0.575,2.8,0.3,16.1,6.7,0,0,0.8666666666666667,0.11055276381909548,0.03015075376884422,0.010050251256281407,0.007035175879396984,0.003015075376884422,0.006030150753768844,0.028140703517587937,0.0505699726890641,East
94,2020,99.5,De'Aaron Fox,SAC,13,31,32,12,22.7,3.2,7.3,1.2,0.5,3.3,0.5579999999999999,1.9,0.0,29.9,11.4,0,0,0.96875,0.22814070351758794,0.032160804020100506,0.07336683417085427,0.012060301507537688,0.005025125628140704,0.03316582914572864,0.01909547738693467,0.9999004568092761,West
95,2020,99.5,De'Andre Hunter,ATL,11,18,32,14,17.2,5.4,2.2,0.9,0.5,1.4,0.64,1.7,0.4,19.7,11.6,0,0,0.5625,0.1728643216080402,0.0542713567839196,0.022110552763819097,0.009045226130653266,0.005025125628140704,0.014070351758793969,0.017085427135678392,0.9788170010281984,East
96,2020,99.5,De'Anthony Melton,MEM,9,16,28,14,9.1,3.1,2.8,0.9,0.8,1.3,0.544,1.4,0.4,20.4,10.8,0,0,0.5714285714285714,0.0914572864321608,0.031155778894472363,0.028140703517587937,0.009045226130653266,0.008040201005025126,0.01306532663316583,0.014070351758793969,0.2605934540658832,West
97,2020,99.5,Dean Wade,CLE,14,25,33,12,2.6,1.5,0.6,0.2,0.2,0.4,0.55,0.6,0.1,12.8,8.0,0,0,0.7575757575757576,0.02613065326633166,0.01507537688442211,0.006030150753768844,0.0020100502512562816,0.0020100502512562816,0.004020100502512563,0.006030150753768844,1.916061572166631e-05,East
98,2020,99.5,Deandre Ayton,PHO,4,31,31,20,14.0,11.8,1.7,0.3,1.1,1.9,0.622,0.1,1.5,18.7,12.9,0,0,1.0,0.1407035175879397,0.11859296482412061,0.017085427135678392,0.003015075376884422,0.011055276381909548,0.01909547738693467,0.0010050251256281408,0.9997188886248385,West
99,2020,99.5,DeAndre Jordan,BRK,2,32,34,22,7.5,7.3,1.8,0.3,1.5,1.7,0.748,0.0,0.9,12.8,10.8,1,0,0.9411764705882353,0.07537688442211055,0.07336683417085427,0.018090452261306532,0.003015075376884422,0.01507537688442211,0.017085427135678392,0.0,0.97030157783176,West
100,2020,99.5,DeAndre' Bembry,TOR,5,24,33,16,4.3,1.9,1.8,0.6,0.3,0.8,0.647,0.3,0.4,11.5,7.9,0,0,0.7272727272727273,0.04321608040201005,0.01909547738693467,0.018090452261306532,0.006030150753768844,0.003015075376884422,0.008040201005025126,0.003015075376884422,0.0056172384251160735,East
101,2020,99.5,Deividas Sirvydis,DET,15,4,32,9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,17.3,-5.9,0,0,0.125,0.0,0.0,0.003015075376884422,0.0,0.0,0.0,0.0,1.3139622253388958e-07,East
102,2020,99.5,Dejounte Murray,SAS,6,28,28,16,15.6,7.3,5.1,1.6,0.1,1.6,0.517,1.0,1.3,23.5,13.0,0,0,1.0,0.15678391959798996,0.07336683417085427,0.05125628140703517,0.016080402010050253,0.0010050251256281408,0.016080402010050253,0.010050251256281407,0.9991718564902132,West
103,2020,99.5,Delon Wright,DET,15,29,32,9,10.7,4.6,4.9,1.4,0.5,1.2,0.575,1.0,0.9,15.6,12.1,0,0,0.90625,0.10753768844221105,0.046231155778894466,0.0492462311557789,0.014070351758793969,0.005025125628140704,0.012060301507537688,0.010050251256281407,0.45760204823058126,East
104,2020,99.5,DeMar DeRozan,SAS,6,25,28,16,19.8,5.0,6.9,0.8,0.3,1.6,0.603,0.6,0.8,23.2,14.5,4,0,0.8928571428571429,0.19899497487437187,0.05025125628140704,0.06934673366834171,0.008040201005025126,0.003015075376884422,0.016080402010050253,0.006030150753768844,0.9999944430788614,West
105,2020,99.5,DeMarcus Cousins,HOU,14,25,30,11,9.6,7.6,2.4,0.8,0.7,1.6,0.511,1.6,1.0,23.2,12.7,4,0,0.8333333333333334,0.0964824120603015,0.07638190954773869,0.024120603015075376,0.008040201005025126,0.007035175879396984,0.016080402010050253,0.016080402010050253,0.7570610599621885,West
106,2020,99.5,Deni Avdija,WAS,12,26,30,12,6.2,4.7,1.5,0.7,0.2,0.8,0.542,1.1,0.5,12.4,6.2,0,0,0.8666666666666667,0.062311557788944726,0.04723618090452261,0.01507537688442211,0.007035175879396984,0.0020100502512562816,0.008040201005025126,0.011055276381909548,0.003381306459350075,East
107,2020,99.5,Dennis Schröder,LAL,3,29,33,22,14.2,3.6,4.3,0.9,0.2,2.2,0.541,1.0,1.3,21.5,8.4,0,0,0.8787878787878788,0.14271356783919598,0.036180904522613064,0.04321608040201005,0.009045226130653266,0.0020100502512562816,0.022110552763819097,0.010050251256281407,0.9949512700820472,West
108,2020,99.5,Dennis Smith Jr.,DET,15,8,32,9,6.8,2.0,2.9,1.1,0.8,1.4,0.45899999999999996,0.9,0.2,21.6,8.7,0,0,0.25,0.06834170854271357,0.020100502512562814,0.02914572864321608,0.011055276381909548,0.008040201005025126,0.014070351758793969,0.009045226130653266,0.003428051389465981,East
109,2020,99.5,Denzel Valentine,CHI,7,27,31,15,7.9,4.0,1.7,0.8,0.0,0.6,0.489,1.7,0.6,18.8,9.2,0,0,0.8709677419354839,0.07939698492462312,0.04020100502512563,0.017085427135678392,0.008040201005025126,0.0,0.006030150753768844,0.017085427135678392,0.05253751087161155,East
110,2020,99.5,Derrick Favors,UTA,1,30,32,26,6.4,5.6,0.9,0.5,1.0,0.6,0.6779999999999999,0.0,1.0,13.8,11.5,0,0,0.9375,0.06432160804020101,0.056281407035175875,0.009045226130653266,0.005025125628140704,0.010050251256281407,0.006030150753768844,0.0,0.6532257799788094,West
111,2020,99.5,Derrick Jones Jr.,POR,5,27,31,18,8.1,4.9,0.8,0.8,1.1,0.7,0.581,0.8,0.4,12.1,6.3,0,0,0.8709677419354839,0.0814070351758794,0.0492462311557789,0.008040201005025126,0.008040201005025126,0.011055276381909548,0.007035175879396984,0.008040201005025126,0.3621539958699602,West
112,2020,99.5,Derrick Rose,DET,15,15,32,9,14.2,1.9,4.2,1.2,0.3,1.9,0.517,0.9,0.3,29.7,12.9,3,0,0.46875,0.14271356783919598,0.01909547738693467,0.042211055276381915,0.012060301507537688,0.003015075376884422,0.01909547738693467,0.009045226130653266,0.7499576747098501,East
113,2020,99.5,Derrick White,SAS,6,8,28,16,11.8,1.8,3.9,1.0,1.0,0.9,0.508,1.9,0.3,22.6,8.2,0,0,0.2857142857142857,0.11859296482412061,0.018090452261306532,0.03919597989949749,0.010050251256281407,0.010050251256281407,0.009045226130653266,0.01909547738693467,0.896422870711179,West
114,2020,99.5,Desmond Bane,MEM,9,24,28,14,9.8,2.7,1.4,0.6,0.1,1.1,0.606,1.8,0.4,17.1,7.7,0,0,0.8571428571428571,0.0984924623115578,0.0271356783919598,0.014070351758793969,0.006030150753768844,0.0010050251256281408,0.011055276381909548,0.018090452261306532,0.051597597292452085,West
115,2020,99.5,Devin Vassell,SAS,6,26,28,16,5.5,3.2,1.1,1.1,0.3,0.5,0.529,1.0,0.7,14.0,8.6,0,0,0.9285714285714286,0.05527638190954774,0.032160804020100506,0.011055276381909548,0.011055276381909548,0.003015075376884422,0.005025125628140704,0.010050251256281407,0.014196769013462946,West
116,2020,99.5,Devon Dotson,CHI,7,1,31,15,4.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,17.1,9.3,0,0,0.03225806451612903,0.04020100502512563,0.010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0001450600791488537,East
117,2020,99.5,Devontae Cacok,LAL,3,3,33,22,2.0,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,13.0,17.6,0,0,0.09090909090909091,0.020100502512562814,0.003015075376884422,0.0,0.003015075376884422,0.0,0.0,0.0,0.0002733354151024179,West
118,2020,99.5,Devonte' Graham,CHO,8,25,31,15,13.7,3.0,5.7,1.0,0.0,1.4,0.503,2.8,0.4,19.5,8.5,0,0,0.8064516129032258,0.13768844221105528,0.03015075376884422,0.05728643216080402,0.010050251256281407,0.0,0.014070351758793969,0.028140703517587937,0.9430573634089787,West
119,2020,99.5,Dillon Brooks,MEM,9,25,28,14,16.0,3.2,2.5,1.3,0.4,2.2,0.49,2.0,0.7,27.0,6.0,0,0,0.8928571428571429,0.16080402010050251,0.032160804020100506,0.02512562814070352,0.01306532663316583,0.004020100502512563,0.022110552763819097,0.020100502512562814,0.951828857267705,West
120,2020,99.5,Donte DiVincenzo,MIL,3,33,33,20,10.5,4.6,3.0,1.1,0.2,1.2,0.544,2.0,1.0,17.1,8.4,0,0,1.0,0.10552763819095477,0.046231155778894466,0.03015075376884422,0.011055276381909548,0.0020100502512562816,0.012060301507537688,0.020100502512562814,0.896569090875714,East
121,2020,99.5,Dorian Finney-Smith,DAL,10,22,31,15,8.3,4.9,1.2,1.0,0.4,0.6,0.547,1.8,0.5,11.6,5.8,0,0,0.7096774193548387,0.08341708542713569,0.0492462311557789,0.012060301507537688,0.010050251256281407,0.004020100502512563,0.006030150753768844,0.018090452261306532,0.03678145746519318,West
122,2020,99.5,Doug McDermott,IND,4,29,30,15,13.1,4.0,1.4,0.3,0.1,1.1,0.606,1.6,0.5,19.6,9.0,0,0,0.9666666666666667,0.13165829145728644,0.04020100502512563,0.014070351758793969,0.003015075376884422,0.0010050251256281408,0.011055276381909548,0.016080402010050253,0.8586761886401532,East
123,2020,99.5,Draymond Green,GSW,7,28,33,18,5.5,5.9,8.4,1.4,0.7,2.6,0.449,0.4,1.4,12.5,9.1,3,0,0.8484848484848485,0.05527638190954774,0.05929648241206031,0.08442211055276383,0.014070351758793969,0.007035175879396984,0.02613065326633166,0.004020100502512563,0.9670746552696227,West
124,2020,99.5,Drew Eubanks,SAS,6,12,28,16,3.8,3.3,0.4,0.1,1.3,0.5,0.479,0.0,0.3,15.7,6.6,0,0,0.42857142857142855,0.03819095477386934,0.03316582914572864,0.004020100502512563,0.0010050251256281408,0.01306532663316583,0.005025125628140704,0.0,0.00851211392052014,West
125,2020,99.5,Duncan Robinson,MIA,10,32,32,15,13.2,4.0,1.5,0.5,0.2,1.4,0.62,3.3,0.9,16.0,7.1,0,0,1.0,0.13266331658291455,0.04020100502512563,0.01507537688442211,0.005025125628140704,0.0020100502512562816,0.014070351758793969,0.03316582914572864,0.6133044772726716,East
126,2020,99.5,Dwayne Bacon,ORL,13,33,33,13,10.2,2.9,0.9,0.7,0.1,0.8,0.505,1.0,0.6,19.3,6.3,0,0,1.0,0.10251256281407034,0.02914572864321608,0.009045226130653266,0.007035175879396984,0.0010050251256281408,0.008040201005025126,0.010050251256281407,0.013738484001965083,East
127,2020,99.5,Dwight Howard,PHI,1,33,33,22,6.0,7.6,0.7,0.4,0.9,1.7,0.591,0.1,1.0,17.8,10.5,8,0,1.0,0.06030150753768844,0.07638190954773869,0.007035175879396984,0.004020100502512563,0.009045226130653266,0.017085427135678392,0.0010050251256281408,0.9838056274806114,East
128,2020,99.5,Dwight Powell,DAL,10,20,31,15,4.8,3.4,1.0,0.7,0.4,0.8,0.563,0.1,0.3,13.6,7.0,0,0,0.6451612903225806,0.04824120603015075,0.034170854271356785,0.010050251256281407,0.007035175879396984,0.004020100502512563,0.008040201005025126,0.0010050251256281408,0.0012897705278166794,West
129,2020,99.5,Dylan Windler,CLE,14,19,33,12,6.6,3.7,1.3,0.5,0.5,0.8,0.643,1.2,0.3,13.9,9.5,0,0,0.5757575757575758,0.06633165829145728,0.03718592964824121,0.01306532663316583,0.005025125628140704,0.005025125628140704,0.008040201005025126,0.012060301507537688,0.002414740636942828,East
130,2020,99.5,E'Twaun Moore,PHO,4,18,31,20,5.1,1.8,1.6,0.7,0.2,0.8,0.503,0.3,0.3,16.7,5.5,0,0,0.5806451612903226,0.05125628140703517,0.018090452261306532,0.016080402010050253,0.007035175879396984,0.0020100502512562816,0.008040201005025126,0.003015075376884422,0.006540719288851859,West
131,2020,99.5,Ed Davis,MIN,15,19,33,7,2.3,5.1,1.0,0.5,0.5,0.3,0.462,0.0,0.3,8.4,7.3,0,0,0.5757575757575758,0.023115577889447233,0.05125628140703517,0.010050251256281407,0.005025125628140704,0.005025125628140704,0.003015075376884422,0.0,7.63489536142784e-05,West
132,2020,99.5,Edmond Sumner,IND,4,17,30,15,3.8,1.2,0.5,0.5,0.1,0.6,0.58,0.3,0.2,18.5,7.3,0,0,0.5666666666666667,0.03819095477386934,0.012060301507537688,0.005025125628140704,0.005025125628140704,0.0010050251256281408,0.006030150753768844,0.003015075376884422,0.0009699188334698949,East
133,2020,99.5,Elfrid Payton,NYK,6,32,33,16,12.4,3.7,3.7,0.6,0.2,1.8,0.48700000000000004,0.4,0.9,23.0,8.1,0,0,0.9696969696969697,0.12462311557788945,0.03718592964824121,0.03718592964824121,0.006030150753768844,0.0020100502512562816,0.018090452261306532,0.004020100502512563,0.9013043636837784,East
134,2020,99.5,Elijah Hughes,UTA,1,6,32,26,2.7,0.7,0.5,0.2,0.2,0.7,0.47700000000000004,0.5,0.0,33.1,9.5,0,0,0.1875,0.0271356783919598,0.007035175879396984,0.005025125628140704,0.0020100502512562816,0.0020100502512562816,0.007035175879396984,0.005025125628140704,0.0010361884459781012,West
135,2020,99.5,Enes Kanter,POR,5,31,31,18,11.7,11.4,1.1,0.5,0.7,1.1,0.616,0.0,0.7,17.5,13.5,0,0,1.0,0.11758793969849246,0.11457286432160804,0.011055276381909548,0.005025125628140704,0.007035175879396984,0.011055276381909548,0.0,0.9859265738607689,West
136,2020,99.5,Eric Bledsoe,NOP,11,31,32,14,12.5,3.4,3.5,0.7,0.3,1.7,0.5529999999999999,2.1,0.2,19.1,8.0,0,0,0.96875,0.12562814070351758,0.034170854271356785,0.035175879396984924,0.007035175879396984,0.003015075376884422,0.017085427135678392,0.021105527638190957,0.5254710936028882,West
137,2020,99.5,Eric Gordon,HOU,14,24,30,11,18.4,2.2,2.8,0.6,0.5,1.9,0.593,2.6,0.6,25.2,9.9,0,0,0.8,0.18492462311557786,0.022110552763819097,0.028140703517587937,0.006030150753768844,0.005025125628140704,0.01909547738693467,0.02613065326633166,0.9605682599819519,West
138,2020,99.5,Eric Paschall,GSW,7,30,33,18,10.1,3.3,1.3,0.2,0.1,0.9,0.573,0.4,0.5,23.2,10.7,0,0,0.9090909090909091,0.1015075376884422,0.03316582914572864,0.01306532663316583,0.0020100502512562816,0.0010050251256281408,0.009045226130653266,0.004020100502512563,0.15232296890462702,West
139,2020,99.5,Evan Fournier,ORL,13,19,33,13,18.3,2.8,3.8,1.1,0.3,2.3,0.595,2.4,0.5,26.0,10.4,0,0,0.5757575757575758,0.18391959798994975,0.028140703517587937,0.03819095477386934,0.011055276381909548,0.003015075376884422,0.023115577889447233,0.024120603015075376,0.9757375312956128,East
140,2020,99.5,Facundo Campazzo,DEN,8,29,32,17,5.4,1.0,2.1,0.9,0.2,0.8,0.568,1.1,0.4,15.0,6.6,0,0,0.90625,0.0542713567839196,0.010050251256281407,0.021105527638190957,0.009045226130653266,0.0020100502512562816,0.008040201005025126,0.011055276381909548,0.0032895816671043203,West
141,2020,99.5,Frank Jackson,DET,15,9,32,9,1.8,0.9,1.1,0.1,0.0,0.4,0.364,0.4,0.0,20.8,5.0,0,0,0.28125,0.018090452261306532,0.009045226130653266,0.011055276381909548,0.0010050251256281408,0.0,0.004020100502512563,0.004020100502512563,2.947356142714563e-06,East
142,2020,99.5,Frank Kaminsky,PHO,4,24,31,20,6.9,4.0,1.8,0.3,0.4,0.5,0.547,1.0,0.5,19.4,11.0,0,0,0.7741935483870968,0.06934673366834171,0.04020100502512563,0.018090452261306532,0.003015075376884422,0.004020100502512563,0.005025125628140704,0.010050251256281407,0.148077405019158,West
143,2020,99.5,Frank Mason III,ORL,13,4,33,13,6.3,3.0,3.0,0.0,0.0,1.3,0.462,0.5,0.0,17.3,5.9,0,0,0.12121212121212122,0.06331658291457286,0.03015075376884422,0.03015075376884422,0.0,0.0,0.01306532663316583,0.005025125628140704,0.0009190270252804018,East
144,2020,99.5,Frank Ntilikina,NYK,6,5,33,16,5.0,0.8,1.0,1.2,0.0,0.6,0.586,1.2,0.1,16.2,5.7,0,0,0.15151515151515152,0.05025125628140704,0.008040201005025126,0.010050251256281407,0.012060301507537688,0.0,0.006030150753768844,0.012060301507537688,0.0007851736300987334,East
145,2020,99.5,Fred VanVleet,TOR,5,33,33,16,20.0,4.5,6.7,1.7,0.8,2.0,0.552,3.3,1.3,23.7,12.0,0,0,1.0,0.20100502512562815,0.04522613065326633,0.06733668341708543,0.017085427135678392,0.008040201005025126,0.020100502512562814,0.03316582914572864,0.9999948770696443,East
146,2020,99.5,Furkan Korkmaz,PHI,1,22,33,22,7.5,2.5,0.8,0.6,0.1,0.9,0.51,1.4,0.4,18.8,7.4,0,0,0.6666666666666666,0.07537688442211055,0.02512562814070352,0.008040201005025126,0.006030150753768844,0.0010050251256281408,0.009045226130653266,0.014070351758793969,0.08760348307258635,East
147,2020,99.5,Gabe Vincent,MIA,10,22,32,15,5.8,1.0,1.3,0.5,0.0,0.9,0.473,0.9,0.3,20.8,4.1,0,0,0.6875,0.05829145728643216,0.010050251256281407,0.01306532663316583,0.005025125628140704,0.0,0.009045226130653266,0.009045226130653266,0.0005631417728226352,East
148,2020,99.5,Garrett Temple,CHI,7,30,31,15,8.9,3.2,2.0,1.0,0.6,1.0,0.555,1.5,0.8,13.7,5.9,0,0,0.967741935483871,0.08944723618090453,0.032160804020100506,0.020100502512562814,0.010050251256281407,0.006030150753768844,0.010050251256281407,0.01507537688442211,0.2534161943330612,East
149,2020,99.5,Garrison Mathews,WAS,12,24,30,12,7.0,1.5,0.5,0.8,0.2,0.2,0.648,1.5,0.3,14.3,7.9,0,0,0.8,0.07035175879396985,0.01507537688442211,0.005025125628140704,0.008040201005025126,0.0020100502512562816,0.0020100502512562816,0.01507537688442211,0.001112007169342473,East
150,2020,99.5,Gary Clark,ORL,13,27,33,13,3.4,3.5,0.9,0.4,0.2,0.6,0.418,0.9,0.4,9.6,3.9,0,0,0.8181818181818182,0.034170854271356785,0.035175879396984924,0.009045226130653266,0.004020100502512563,0.0020100502512562816,0.006030150753768844,0.009045226130653266,0.00010973875124797604,East
151,2020,99.5,Gary Harris,DEN,8,19,32,17,9.7,2.5,1.7,0.9,0.2,0.7,0.544,1.3,0.3,13.8,5.2,0,0,0.59375,0.09748743718592964,0.02512562814070352,0.017085427135678392,0.009045226130653266,0.0020100502512562816,0.007035175879396984,0.01306532663316583,0.056854543675515665,West
152,2020,99.5,Gary Trent Jr.,POR,5,29,31,18,15.3,2.1,1.3,0.7,0.2,0.7,0.5660000000000001,3.3,0.0,19.7,7.2,0,0,0.9354838709677419,0.15376884422110554,0.021105527638190957,0.01306532663316583,0.007035175879396984,0.0020100502512562816,0.007035175879396984,0.03316582914572864,0.8904186386058607,West
153,2020,99.5,George Hill,OKC,12,14,32,13,11.8,2.1,3.1,0.9,0.1,0.9,0.63,1.6,0.3,16.9,10.1,0,0,0.4375,0.11859296482412061,0.021105527638190957,0.031155778894472363,0.009045226130653266,0.0010050251256281408,0.009045226130653266,0.016080402010050253,0.13040758230879124,West
154,2020,99.5,Georges Niang,UTA,1,32,32,26,5.3,2.2,0.7,0.3,0.1,0.7,0.545,1.2,0.6,17.8,6.8,0,0,1.0,0.053266331658291456,0.022110552763819097,0.007035175879396984,0.003015075376884422,0.0010050251256281408,0.007035175879396984,0.012060301507537688,0.023503284494638423,West
155,2020,99.5,Glenn Robinson III,SAC,13,23,32,12,5.3,2.0,0.9,0.2,0.1,0.5,0.5539999999999999,0.7,-0.1,13.8,5.7,0,0,0.71875,0.053266331658291456,0.020100502512562814,0.009045226130653266,0.0020100502512562816,0.0010050251256281408,0.005025125628140704,0.007035175879396984,0.00014831340742001514,West
156,2020,99.5,Goga Bitadze,IND,4,14,30,15,3.9,2.1,0.2,0.2,1.0,0.3,0.621,0.1,0.2,16.5,7.2,0,0,0.4666666666666667,0.03919597989949749,0.021105527638190957,0.0020100502512562816,0.0020100502512562816,0.010050251256281407,0.003015075376884422,0.0010050251256281408,0.006429055337072582,East
157,2020,99.5,Goran Dragić,MIA,10,18,32,15,14.4,3.0,5.2,0.5,0.1,3.0,0.56,1.7,0.4,26.9,10.3,0,0,0.5625,0.14472361809045226,0.03015075376884422,0.05226130653266332,0.005025125628140704,0.0010050251256281408,0.03015075376884422,0.017085427135678392,0.9139714817507023,East
158,2020,99.5,Gordon Hayward,CHO,8,29,31,15,21.8,5.5,3.7,1.2,0.4,2.0,0.596,2.1,0.9,24.7,12.4,1,0,0.9354838709677419,0.2190954773869347,0.05527638190954774,0.03718592964824121,0.012060301507537688,0.004020100502512563,0.020100502512562814,0.021105527638190957,0.9999556752766677,West
159,2020,99.5,Gorgui Dieng,MEM,9,21,28,14,7.7,4.5,1.3,0.8,0.7,1.0,0.6809999999999999,1.0,0.5,16.4,12.4,0,0,0.75,0.07738693467336684,0.04522613065326633,0.01306532663316583,0.008040201005025126,0.007035175879396984,0.010050251256281407,0.010050251256281407,0.0862674270682793,West
160,2020,99.5,Grant Williams,BOS,9,26,32,15,5.0,3.0,1.0,0.5,0.4,1.0,0.5479999999999999,0.8,0.4,12.5,3.5,0,0,0.8125,0.05025125628140704,0.03015075376884422,0.010050251256281407,0.005025125628140704,0.004020100502512563,0.010050251256281407,0.008040201005025126,0.0018763154384650402,East
161,2020,99.5,Grayson Allen,MEM,9,22,28,14,9.7,2.8,2.1,1.0,0.1,1.0,0.605,2.1,0.5,15.8,8.4,0,0,0.7857142857142857,0.09748743718592964,0.028140703517587937,0.021105527638190957,0.010050251256281407,0.0010050251256281408,0.010050251256281407,0.021105527638190957,0.0843130669834421,West
162,2020,99.5,Hamidou Diallo,OKC,12,32,32,13,11.9,5.2,2.4,1.0,0.4,1.5,0.536,0.4,1.1,23.1,10.3,0,0,1.0,0.11959798994974875,0.05226130653266332,0.024120603015075376,0.010050251256281407,0.004020100502512563,0.01507537688442211,0.004020100502512563,0.5507849178110936,West
163,2020,99.5,Harrison Barnes,SAC,13,29,32,12,16.1,6.1,3.3,0.8,0.2,1.5,0.624,1.7,0.0,17.3,11.1,0,0,0.90625,0.16180904522613065,0.06130653266331658,0.03316582914572864,0.008040201005025126,0.0020100502512562816,0.01507537688442211,0.017085427135678392,0.9220880140462558,West
164,2020,99.5,Harry Giles,POR,5,22,31,18,3.1,4.9,0.9,0.2,0.4,0.7,0.486,0.1,0.3,14.1,9.0,0,0,0.7096774193548387,0.031155778894472363,0.0492462311557789,0.009045226130653266,0.0020100502512562816,0.004020100502512563,0.007035175879396984,0.0010050251256281408,0.004083949626066126,West
165,2020,99.5,Hassan Whiteside,SAC,13,23,32,12,8.3,5.7,0.5,0.3,1.3,1.0,0.586,0.0,0.3,23.6,12.6,0,0,0.71875,0.08341708542713569,0.05728643216080402,0.005025125628140704,0.003015075376884422,0.01306532663316583,0.010050251256281407,0.0,0.06864514486974375,West
166,2020,99.5,Ignas Brazdeikis,NYK,6,4,33,16,0.5,0.5,0.3,0.0,0.0,0.3,0.532,0.0,0.0,18.1,10.0,0,0,0.12121212121212122,0.005025125628140704,0.005025125628140704,0.003015075376884422,0.0,0.0,0.003015075376884422,0.0,2.0515781240209666e-05,East
167,2020,99.5,Iman Shumpert,BRK,2,1,34,22,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,14.5,-1.1,0,0,0.029411764705882353,0.020100502512562814,0.010050251256281407,0.0,0.0,0.0,0.0,0.0,0.00010221041066433313,West
168,2020,99.5,Immanuel Quickley,NYK,6,29,33,16,12.2,2.2,2.5,0.4,0.3,0.9,0.5579999999999999,1.7,0.6,27.7,12.5,0,0,0.8787878787878788,0.12261306532663316,0.022110552763819097,0.02512562814070352,0.004020100502512563,0.003015075376884422,0.009045226130653266,0.017085427135678392,0.7712637835495805,East
169,2020,99.5,Isaac Bonga,WAS,12,19,30,12,2.3,2.2,0.6,0.3,0.2,0.4,0.546,0.5,0.1,8.3,3.7,0,0,0.6333333333333333,0.023115577889447233,0.022110552763819097,0.006030150753768844,0.003015075376884422,0.0020100502512562816,0.004020100502512563,0.005025125628140704,2.715849163513643e-05,East
170,2020,99.5,Isaac Okoro,CLE,14,28,33,12,8.0,2.6,1.8,1.1,0.5,1.5,0.494,0.9,0.4,12.4,3.2,0,0,0.8484848484848485,0.08040201005025126,0.02613065326633166,0.018090452261306532,0.011055276381909548,0.005025125628140704,0.01507537688442211,0.009045226130653266,0.00445644379424142,East
171,2020,99.5,Isaiah Hartenstein,DEN,8,22,32,17,4.0,2.9,0.5,0.5,0.6,0.8,0.5429999999999999,0.0,0.3,21.3,7.0,0,0,0.6875,0.04020100502512563,0.02914572864321608,0.005025125628140704,0.005025125628140704,0.006030150753768844,0.008040201005025126,0.0,0.0013876488114587604,West
172,2020,99.5,Isaiah Joe,PHI,1,20,33,22,4.3,1.2,0.8,0.4,0.2,0.3,0.53,1.2,0.2,15.2,5.8,0,0,0.6060606060606061,0.04321608040201005,0.012060301507537688,0.008040201005025126,0.004020100502512563,0.0020100502512562816,0.003015075376884422,0.012060301507537688,0.005802456559248389,East
